STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/6/2012,0,59,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/7/2012,0,61,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/8/2012,0,68,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/9/2012,0,64,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/10/2012,0,59,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/11/2012,0,51,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/12/2012,0,59,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/13/2012,0,66,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/14/2012,0,73,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/15/2012,0,77,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/16/2012,0,90,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/17/2012,0,79,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/18/2012,0,60,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/19/2012,0.02,72,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/20/2012,0,72,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/21/2012,0.23,75,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/22/2012,2.13,54,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/23/2012,0.15,51,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/24/2012,0,61,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/25/2012,0,61,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/26/2012,0,61,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/27/2012,0,55,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/28/2012,0,61,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/29/2012,0,64,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/30/2012,0,62,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/1/2012,0.49,72,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/2/2012,0.07,54,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/3/2012,0.64,59,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/4/2012,0.22,78,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/5/2012,0.01,67,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/6/2012,0,66,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/7/2012,0.02,65,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/8/2012,0.1,70,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/9/2012,0.04,72,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/10/2012,0.15,64,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/11/2012,0,70,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/12/2012,0,80,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/13/2012,0,82,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/14/2012,0.2,70,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/15/2012,0.3,68,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/16/2012,0.05,81,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/17/2012,0,73,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/18/2012,0,72,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/19/2012,0,81,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/20/2012,0,80,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/21/2012,0.83,64,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/22/2012,0.04,71,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/23/2012,0,78,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/24/2012,0,68,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/25/2012,0,77,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/26/2012,0.01,86,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/27/2012,0.01,83,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/28/2012,0.01,90,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/29/2012,0.5,92,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/30/2012,0,79,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/31/2012,0,80,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/1/2012,0.43,74,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/2/2012,0.31,76,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/3/2012,0.12,76,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/4/2012,0.45,63,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/5/2012,0.08,66,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/6/2012,0.06,74,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/7/2012,0,80,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/8/2012,0,84,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/9/2012,0,81,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/10/2012,0.08,86,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/11/2012,0,77,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/12/2012,0.68,74,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/13/2012,0.1,77,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/14/2012,0,78,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/15/2012,0,81,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/16/2012,0,80,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/17/2012,0,73,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/18/2012,0,72,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/19/2012,0,79,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/20/2012,0,97,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/21/2012,0,97,74
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/22/2012,0.09,93,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/23/2012,0,85,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/24/2012,0.01,86,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/25/2012,0.11,79,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/26/2012,0,75,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/27/2012,0,84,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/28/2012,0,91,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/29/2012,0.09,97,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/30/2012,0,95,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/1/2012,0,96,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/2/2012,0,88,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/3/2012,0,91,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/4/2012,0.08,95,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/5/2012,0,95,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/6/2012,0,95,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/7/2012,0.18,97,74
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/8/2012,0.07,92,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/9/2012,0,88,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/10/2012,0,88,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/11/2012,0,87,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/12/2012,0,91,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/13/2012,0,89,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/14/2012,0.04,87,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/15/2012,0.09,90,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/16/2012,0,92,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/17/2012,0,96,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/18/2012,0.06,102,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/19/2012,0.01,77,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/20/2012,0.64,72,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/21/2012,0,81,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/22/2012,0,85,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/23/2012,0.12,88,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/24/2012,0.05,93,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/25/2012,0,86,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/26/2012,0.47,90,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/27/2012,0,90,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/28/2012,1.65,79,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/29/2012,0,83,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/30/2012,0,84,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/31/2012,0,82,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/1/2012,0.53,83,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/2/2012,0.01,91,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/3/2012,0,92,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/4/2012,0,91,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/5/2012,0.08,92,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/6/2012,0,86,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/7/2012,0,84,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/8/2012,0,88,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/9/2012,0,91,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/10/2012,1.13,81,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/11/2012,0.03,88,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/12/2012,0,86,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/13/2012,0,86,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/14/2012,0.04,79,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/15/2012,0.88,86,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/16/2012,0,85,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/17/2012,0.55,88,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/18/2012,0.27,81,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/19/2012,0,75,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/20/2012,0,82,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/21/2012,0,82,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/22/2012,0,84,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/23/2012,0,88,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/24/2012,0,88,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/25/2012,0.17,84,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/26/2012,0,84,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/27/2012,0.07,82,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/28/2012,0.33,86,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/29/2012,0,80,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/30/2012,0,84,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/31/2012,0,91,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/1/2012,0,90,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/2/2012,0,80,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/3/2012,0.03,78,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/4/2012,0.6,82,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/5/2012,0.08,83,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/6/2012,0,81,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/7/2012,0,89,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/8/2012,1,86,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/9/2012,0.07,78,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/10/2012,0,73,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/11/2012,0,75,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/12/2012,0,81,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/13/2012,0,81,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/14/2012,0,81,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/15/2012,0.02,73,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/16/2012,0,75,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/17/2012,0,77,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/18/2012,1.65,78,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/19/2012,0,70,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/20/2012,0,70,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/21/2012,0,74,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/22/2012,0.21,77,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/23/2012,0,68,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/24/2012,0,67,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/25/2012,0,73,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/26/2012,0.02,75,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/27/2012,0.04,77,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/28/2012,0.22,70,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/29/2012,0,64,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/30/2012,0.04,69,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/1/2012,0,72,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/2/2012,0.41,66,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/3/2012,0.57,71,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/4/2012,0.05,75,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/5/2012,0,80,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/6/2012,0,76,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/7/2012,0.07,52,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/8/2012,0.01,54,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/9/2012,0.02,59,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/10/2012,0.21,67,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/11/2012,0,61,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/12/2012,0,57,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/13/2012,0,55,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/14/2012,0,72,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/15/2012,0.31,70,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/16/2012,0,59,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/17/2012,0,64,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/18/2012,0,66,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/19/2012,1.13,68,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/20/2012,0,71,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/21/2012,0,66,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/22/2012,0,69,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/23/2012,0.03,62,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/24/2012,0.01,60,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/25/2012,0,63,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/26/2012,0,65,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/27/2012,0,65,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/28/2012,0,59,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/4/2012,0,63,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/5/2012,0,46,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/6/2012,0,44,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/7/2012,0.31,40,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/8/2012,0,49,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/9/2012,0,54,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/10/2012,0,55,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/11/2012,0,65,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/12/2012,0,67,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/13/2012,0.2,63,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/14/2012,0,48,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/15/2012,0,46,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/16/2012,0,48,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/17/2012,0,54,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/18/2012,0,49,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/19/2012,0,49,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/20/2012,0,51,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/21/2012,0,55,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/22/2012,0,56,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/23/2012,0,57,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/24/2012,0,50,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/25/2012,0,40,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/26/2012,0,49,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/27/2012,0.42,36,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/28/2012,0,40,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/29/2012,0,43,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/30/2012,0,45,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/1/2012,0,39,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/2/2012,0.08,49,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/3/2012,0,63,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/4/2012,0.16,60,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/5/2012,0,55,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/6/2012,0,41,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/7/2012,0.12,40,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/8/2012,0.26,50,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/9/2012,0.32,48,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/10/2012,0.02,56,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/11/2012,0,52,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/12/2012,0,43,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/13/2012,0,46,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/14/2012,0,50,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/15/2012,0,48,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/16/2012,0.3,44,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/17/2012,0.2,43,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/18/2012,0.34,54,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/19/2012,0,47,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/20/2012,0.17,43,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/21/2012,1.71,57,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/22/2012,0,38,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/23/2012,0,42,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/24/2012,0.05,39,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/25/2012,0.01,41,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/26/2012,0.91,36,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/27/2012,0.54,38,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/28/2012,0,37,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/29/2012,0.24,33,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/30/2012,0,34,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/31/2012,0,38,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/1/2013,0,39,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/2/2013,0,32,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/3/2013,0,33,21
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/4/2013,0,38,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/5/2013,0,43,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/6/2013,0,47,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/7/2013,0,45,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/8/2013,0,48,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/9/2013,0,46,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/10/2013,0,48,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/11/2013,0.43,42,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/12/2013,0.01,47,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/13/2013,0.01,48,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/14/2013,0.06,57,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/15/2013,0.11,40,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/16/2013,0.53,34,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/17/2013,0,43,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/18/2013,0,35,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/19/2013,0,50,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/20/2013,0,52,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/21/2013,0,30,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/22/2013,0,26,12
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/23/2013,0,19,10
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/24/2013,0,23,8
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/25/2013,0,23,10
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/26/2013,0,28,6
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/27/2013,0,35,12
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/28/2013,0.19,34,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/29/2013,0.11,54,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/30/2013,0.2,66,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/31/2013,1.01,63,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/1/2013,0,32,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/2/2013,0.02,28,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/3/2013,0.01,31,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/4/2013,0,30,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/5/2013,0,30,25
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/6/2013,0,39,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/7/2013,0,32,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/8/2013,0.71,33,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/9/2013,0.24,33,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2/10/2013,0,38,7
